          * spice3 file created from 10bit_dac.ext - technology: scmos
          Transient Analysis  Thu Sep  3 14:09:51  2020
--------------------------------------------------------------------------------
Index   time            out_10bitdac    
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	
1	1.000000e-13	3.007079e-04	
2	1.064000e-13	3.120512e-04	
3	1.192000e-13	3.265111e-04	
4	1.448000e-13	3.340550e-04	
5	1.960000e-13	3.375184e-04	
6	2.600715e-13	3.397474e-04	
7	3.882144e-13	3.439121e-04	
8	6.445003e-13	3.524273e-04	
9	1.157072e-12	3.694171e-04	
10	2.182216e-12	4.037558e-04	
11	4.232503e-12	4.728581e-04	
12	8.072378e-12	5.993088e-04	
13	1.000000e-11	6.588719e-04	
14	1.019263e-11	6.647478e-04	
15	1.057788e-11	6.764319e-04	
16	1.134838e-11	6.990870e-04	
17	1.288939e-11	7.412436e-04	
18	1.597141e-11	8.116366e-04	
19	2.213544e-11	8.969601e-04	
20	3.446351e-11	9.463469e-04	
21	5.271603e-11	9.386723e-04	
22	6.000000e-11	9.250152e-04	
23	6.208992e-11	9.161902e-04	
24	6.626977e-11	8.987689e-04	
25	7.462946e-11	8.665676e-04	
26	9.134885e-11	8.110362e-04	
27	1.247876e-10	7.181319e-04	
28	1.893619e-10	6.504693e-04	
29	2.499899e-10	1.273905e-03	
30	3.119886e-10	2.061822e-03	
31	3.826146e-10	2.223483e-03	
32	4.547021e-10	2.195430e-03	
33	5.488806e-10	2.214316e-03	
34	6.716523e-10	2.230406e-03	
35	9.171957e-10	2.255004e-03	
36	1.347009e-09	2.280353e-03	
37	2.165497e-09	2.305488e-03	
38	3.651058e-09	2.328478e-03	
39	5.761675e-09	2.351733e-03	
40	9.172185e-09	2.404863e-03	
41	1.529527e-08	2.618657e-03	
42	2.275498e-08	3.151106e-03	
43	3.513073e-08	4.833309e-03	
44	5.988224e-08	1.146993e-02	
45	1.001892e-07	3.143907e-02	
46	1.740445e-07	9.149691e-02	
47	2.698008e-07	1.979229e-01	
48	4.152640e-07	3.871034e-01	
49	6.120487e-07	6.588418e-01	
50	9.026942e-07	1.044189e+00	
51	1.356466e-06	1.557071e+00	
52	2.004149e-06	2.103282e+00	
53	3.176492e-06	2.708075e+00	
54	5.139928e-06	3.137502e+00	

Index   time            out_10bitdac    
--------------------------------------------------------------------------------
55	7.450669e-06	3.266676e+00	
56	1.082880e-05	3.296509e+00	
57	1.541536e-05	3.296497e+00	
58	2.458848e-05	3.296521e+00	
59	4.293471e-05	3.296496e+00	
60	6.250006e-05	3.296659e+00	
61	6.250007e-05	3.296659e+00	
62	6.250008e-05	3.296665e+00	
63	6.250010e-05	3.296724e+00	
64	6.250011e-05	3.296807e+00	
65	6.250011e-05	3.296832e+00	
66	6.250012e-05	3.296874e+00	
67	6.250014e-05	3.296886e+00	
68	6.250017e-05	3.296730e+00	
69	6.250020e-05	3.296546e+00	
70	6.250023e-05	3.296454e+00	
71	6.250029e-05	3.296428e+00	
72	6.250034e-05	3.296424e+00	
73	6.250045e-05	3.296419e+00	
74	6.250066e-05	3.296412e+00	
75	6.250108e-05	3.296403e+00	
76	6.250193e-05	3.296395e+00	
77	6.250364e-05	3.296391e+00	
78	6.250704e-05	3.296386e+00	
79	6.251385e-05	3.296375e+00	
80	6.252746e-05	3.296354e+00	
81	6.255470e-05	3.296311e+00	
82	6.260916e-05	3.296229e+00	
83	6.271808e-05	3.296075e+00	
84	6.293593e-05	3.295806e+00	
85	6.337164e-05	3.295384e+00	
86	6.424304e-05	3.294840e+00	
87	6.598585e-05	3.294319e+00	
88	6.947146e-05	3.294004e+00	
89	7.644269e-05	3.293941e+00	
90	9.038515e-05	3.293956e+00	
91	1.182701e-04	3.293950e+00	
92	1.250000e-04	3.293951e+00	
93	1.250000e-04	3.293952e+00	
94	1.250000e-04	3.293955e+00	
95	1.250000e-04	3.293954e+00	
96	1.250001e-04	3.293945e+00	
97	1.250001e-04	3.293939e+00	
98	1.250001e-04	3.293936e+00	
99	1.250001e-04	3.293984e+00	
100	1.250001e-04	3.294118e+00	
101	1.250001e-04	3.294140e+00	
102	1.250001e-04	3.294172e+00	
103	1.250001e-04	3.294157e+00	
104	1.250002e-04	3.293914e+00	
105	1.250002e-04	3.293724e+00	
106	1.250002e-04	3.293715e+00	
107	1.250003e-04	3.293777e+00	
108	1.250003e-04	3.293914e+00	
109	1.250004e-04	3.294016e+00	
110	1.250004e-04	3.293992e+00	
111	1.250005e-04	3.293976e+00	
112	1.250006e-04	3.293989e+00	

Index   time            out_10bitdac    
--------------------------------------------------------------------------------
113	1.250008e-04	3.294003e+00	
114	1.250012e-04	3.294021e+00	
115	1.250018e-04	3.294038e+00	
116	1.250032e-04	3.294055e+00	
